time, x, y, heading, vel_x, vel_y, vel_heading,
8.528, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.536, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.544, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.552, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.56, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.568, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.576, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.584, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.592, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.6, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.608, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.616, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.624, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.632, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.64, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.648, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.656, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.664, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.672, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.68, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.688, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.696, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.704, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.712, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.72, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.728, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.736, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.744, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.752, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.76, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.768, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.776, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.784, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.792, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.8, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.808, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.816, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.824, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.832, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.84, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.848, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.856, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.864, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.872, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.88, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.888, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.896, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.904, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.912, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.92, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.928, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.936, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.944, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.952, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.96, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.968, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.976, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.984, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
8.992, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.008, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.016, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.024, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.032, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.04, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.048, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.056, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.064, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.072, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.08, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.088, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.096, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.104, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.112, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.12, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.128, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.136, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.144, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.152, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.16, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.168, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.176, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.184, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.192, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.2, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.208, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.216, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.224, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.232, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.24, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.248, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.256, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.264, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.272, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.28, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.288, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.296, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.304, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.312, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.32, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.328, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.336, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.344, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.352, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.36, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.368, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.376, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.384, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.392, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.4, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.408, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.416, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.424, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.432, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.44, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.448, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.456, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.464, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.472, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.48, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.488, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.496, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.504, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.512, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.52, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.528, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.536, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.544, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.552, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.56, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.568, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.576, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.584, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.592, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.6, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.608, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.616, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.624, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.632, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.64, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.648, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.656, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.664, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.672, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.68, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.688, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.696, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.704, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.712, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.72, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.728, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.736, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.744, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.752, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.76, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.768, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.776, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.784, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.792, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.8, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.808, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.816, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.824, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.832, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.84, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.848, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.856, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.864, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.872, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.88, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.888, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.896, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.904, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.912, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.92, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.928, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.936, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.944, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.952, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.96, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.968, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.976, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.984, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
9.992, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.008, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.016, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.024, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.032, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.04, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.048, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.056, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.064, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.072, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.08, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.088, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.096, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.104, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.112, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.12, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.128, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.136, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.144, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.152, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.16, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.168, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.176, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.184, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.192, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.2, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.208, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.216, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.224, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.232, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.24, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.248, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.256, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.264, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.272, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.28, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.288, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.296, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.304, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.312, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.32, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.328, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.336, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.344, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.352, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.36, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.368, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.376, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.384, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.392, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.4, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.408, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.416, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.424, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.432, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.44, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.448, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.456, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.464, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.472, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.48, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.488, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.496, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.504, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.512, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.52, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.528, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.536, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.544, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.552, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.56, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.568, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.576, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.584, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.592, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.6, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.608, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.616, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.624, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.632, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.64, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.648, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.656, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.664, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.672, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.68, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.688, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.696, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.704, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.712, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.72, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.728, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.736, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.744, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.752, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.76, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.768, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.776, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
10.784, -5.67631e-10, -4.41073e-08, 1.22376e-05, 0, 0, 0, 
